model,filepath,actual,predicted,predicted_index,confidence_percent
1.keras,/home/amit/code_only/code/new/cherry_disease_classifier/data/Test/Other_Images/271c42ee-ce8e-4cd6-90bf-095d7dcd7b18___JR_HL 4028.JPG,Other_Images,Healthy,0,99.99998474121094
1.keras,/home/amit/code_only/code/new/cherry_disease_classifier/data/Test/Other_Images/527a0f49-31af-413b-b1b7-f7abd7095df9___JR_HL 4306.JPG,Other_Images,Healthy,0,99.9993896484375
1.keras,/home/amit/code_only/code/new/cherry_disease_classifier/data/Test/Other_Images/71a6d2b0-9f29-44b2-86b4-00f7dfa5a41d___JR_HL 9658_180deg.JPG,Other_Images,Healthy,0,99.99991607666016
1.keras,/home/amit/code_only/code/new/cherry_disease_classifier/data/Test/Other_Images/78b2463c-63d5-42f9-b0fa-935d72b6e77f___JR_HL 9750_180deg.JPG,Other_Images,Healthy,0,99.99998474121094
1.keras,/home/amit/code_only/code/new/cherry_disease_classifier/data/Test/Other_Images/80bdbf48-7285-4c38-981b-7f754cd99834___JR_HL 4138_180deg.JPG,Other_Images,Healthy,0,99.99674224853516
1.keras,/home/amit/code_only/code/new/cherry_disease_classifier/data/Test/Other_Images/829e8a7a-c296-4a6a-acac-714ff68044f2___JR_HL 4003_180deg.JPG,Other_Images,Healthy,0,99.99678039550781
1.keras,/home/amit/code_only/code/new/cherry_disease_classifier/data/Test/Other_Images/p1.JPG,Other_Images,Powdery Mildew,1,99.99834442138672
1.keras,/home/amit/code_only/code/new/cherry_disease_classifier/data/Test/Other_Images/p2.JPG,Other_Images,Powdery Mildew,1,99.99993896484375
1.keras,/home/amit/code_only/code/new/cherry_disease_classifier/data/Test/Other_Images/p3.JPG,Other_Images,Powdery Mildew,1,99.99996185302734
1.keras,/home/amit/code_only/code/new/cherry_disease_classifier/data/Test/Other_Images/p4.JPG,Other_Images,Powdery Mildew,1,100.0
1.keras,/home/amit/code_only/code/new/cherry_disease_classifier/data/Test/Other_Images/p5.JPG,Other_Images,Powdery Mildew,1,99.99836730957031
1.keras,/home/amit/code_only/code/new/cherry_disease_classifier/data/Test/Other_Images/p6.JPG,Other_Images,Powdery Mildew,1,100.0
1.keras,/home/amit/code_only/code/new/cherry_disease_classifier/data/Test/Other_Images/p7.JPG,Other_Images,Powdery Mildew,1,99.99995422363281
1.keras,/home/amit/code_only/code/new/cherry_disease_classifier/data/Test/Other_Images/p8.JPG,Other_Images,Powdery Mildew,1,100.0
1.keras,/home/amit/code_only/code/new/cherry_disease_classifier/data/Test/Other_Images/p9.JPG,Other_Images,Powdery Mildew,1,99.99597930908203
