model,filepath,actual,predicted,predicted_index,confidence_percent
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/Apple_black_rot.JPG,Other_Images,apple,0,99.31952667236328
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/Apple_black_rot2.JPG,Other_Images,apple,0,99.24700164794922
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/Apple_scab.JPG,Other_Images,apple,0,99.98770904541016
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/Apple_scab_2.JPG,Other_Images,apple,0,99.99858093261719
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/bellpepper_bacterial_1.JPG,Other_Images,bellpepper,1,99.99860382080078
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/bellpepper_bacterial_2.JPG,Other_Images,bellpepper,1,99.99894714355469
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/bellpepper_healthy_1.JPG,Other_Images,bellpepper,1,99.97764587402344
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/bellpepper_healthy_2.JPG,Other_Images,bellpepper,1,99.99243927001953
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/berry_healthy.JPG,Other_Images,strawberry,7,99.99810791015625
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/berry_healthy1.JPG,Other_Images,strawberry,7,99.99977111816406
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/berry_leafscorch.JPG,Other_Images,strawberry,7,99.99982452392578
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/berry_leafscorch1.JPG,Other_Images,strawberry,7,80.77583312988281
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/grapes_blackrot_1.JPG,Other_Images,grape,4,99.99998474121094
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/grapes_blackrot_2.JPG,Other_Images,grape,4,67.73057556152344
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/grapes_blackrot_3.JPG,Other_Images,grape,4,99.99870300292969
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/grapes_blackrot_4.JPG,Other_Images,strawberry,7,81.02301788330078
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/grapes_esca_1.JPG,Other_Images,grape,4,99.76395416259766
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/grapes_esca_2.JPG,Other_Images,grape,4,99.81285095214844
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/grapes_esca_3.JPG,Other_Images,grape,4,99.9989242553711
